MoleculeIdx,SMILES
567,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(C)cc(Cl)cc5n4)c(F)c3)c6c(N)ncnc26
568,O=C(NCCCCCCNC(=O)NCc1cccnc1)NCc2cccnc2
569,CCOc1nc(cc(N)c1C#N)C(=O)NCc2cccnc2
570,O=C(NCCCCCCNC(=O)Nc1cccnc1)Nc2cccnc2
571,Nc1ncc(\C=C\C(=O)NCCCn2ccnc2)c3scc(c4ccc(Br)cc4)c13
572,Clc1ccc2oc3C(=O)NC=Nc3c2c1
573,O=C1NC(=NC(=C1)c2ccncc2)NC3CCCCC3
574,CN1C=C(C2=NC(=CC(=O)N12)c3ccncc3)c4ccccc4
575,CCOC(=O)C1=CNN2C(=O)C=C(N=C12)c3ccncc3
576,COc1ccccc1c2ccnc(Nc3cccc(c3)S(=O)(=O)C)n2
577,Nc1nccc2nc(cn12)c3ccccc3
578,Fc1cccc(F)c1C(=O)Nc2cccc(c2)c3nn4ccccc4c3c5ccnc(Nc6ccc7CCNCc7c6)n5
579,Oc1ccc(Nc2nc(cs2)c3ccc(Cl)cc3)cc1
580,Nc1nccc(n1)c2ccccc2
581,Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1
582,N[C@@H]1CCCC[C@@H]1Nc2ccc(C(=O)N)c(Nc3cccc(Cl)c3)n2
583,C1CCC(CC1)Nc2ccnc(Nc3ccc4cn[nH]c4c3)n2
584,OC(=O)c1c2CCC(=C3CCCC3)c2nc4ccccc14
585,CCN(CC)CC#Cc1ccc2Cc3c(n[nH]c3c2c1)c4ccc(nc4)C#N
586,CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOCC6CC6)c2)CC1
587,COCCOCC#Cc1cc(cs1)c2n[nH]c3c4ccc(CN5CCN(C)CC5)cc4C(=O)c23
588,N#Cc1ccc(cn1)c2n[nH]c3c2Cc4ccc(OCCCCN5CCOCC5)cc34
589,COCC#Cc1cccc2c1Cc3c(n[nH]c23)c4cccs4
590,COc1cc2c(Cc3c(n[nH]c23)c4ccc(nc4)C#N)cc1C#C
591,CNC(=O)N1CCN(CCCOc2ccc3Cc4c(n[nH]c4c3c2)c5ccc(nc5)C#N)CC1
592,N#Cc1ccc(cn1)c2n[nH]c3c2Cc4ccc(OCCN5CCOCC5)cc34
593,CC(Nc1cncc(n1)n2cnc3ccc(cc23)C#N)c4ccccc4F
594,Nc1nc2ccc(cc2n1c3nc(cs3)c4ccccc4)C#N
595,Nc1nc2ccc(cc2n1c3nccs3)C#N
596,Nc1nc2ccc(cc2n1c3nc4CCCCc4s3)C#N
597,C[C@@H](Nc1cncc(n1)n2cnc3ccc(cc23)C#N)c4ccccc4F
598,COc1ccccc1CNC(=N)Nc2nccc(n2)c3cccs3
599,CCN(CCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
600,CCN(CC)CCNC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
601,CC(C)[C@@H](CO)NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
602,Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(OCCN4CCOCC4)c5ccccc35)C(C)(C)C
603,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCCC(=O)N)cc4
604,CC(C)N(CCCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
605,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCC(=O)N)cc4
606,CN(C)CCCCNC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
607,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCC(=O)NCCO)cc4
608,CN(C)CCCN(C)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
609,CN(CCN)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
610,CC(C)[C@H](CO)NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
611,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCCO
612,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCOCCO
613,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCCCO
614,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)N(CCN)CCO
615,CCN(CCN(C)C)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
616,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4cccc(OCC(=O)O)c4
617,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4cccc(OCC(=O)NCCO)c4
618,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCC(=O)O)cc4
619,CC(C)(C)c1cc(NC(=O)C(=O)c2cccc3ccccc23)n(n1)c4ccc(OCCC(=O)O)cc4
620,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCC#N
621,CC(C)CC(NC(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C)C(=O)N
622,CC(C)(C)c1cc(NC(=O)c2cc3ccccc3s2)n(n1)c4ccc(OCC(=O)O)cc4
623,CC(C)(C)c1cc(NC(=O)c2cc3ccccc3s2)n(n1)c4cccc(OCC(=O)O)c4
624,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)c4cccc(c4)C(=O)NCCCCC(=O)O
625,CN(CCC#N)C(=O)c1cccc(c1)n2nc(cc2NC(=O)Nc3cccc4ccccc34)C(C)(C)C
626,Nc1ncnc2scc(c3ccccc3)c12
627,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cc(CO)ccc4F)cc3)c12
628,Nc1ncnc2sc(Br)c(c3ccc(NC(=O)Cc4cccc(Cl)c4)cc3)c12
629,COc1ccc(NC(=O)Nc2ccc(cc2)c3cccc4onc(N)c34)cc1Cl
630,Cc1cc(NC(=O)Nc2ccc(c(F)c2)c3cccc4[nH]nc(N)c34)ccc1F
631,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cc(ccc4F)C(=O)O)cc3)c12
632,Nc1n[nH]c2c(OCCCn3cccc3)ccc(c4ccc(NC(=O)Nc5cccc(Cl)c5)cc4)c12
633,COc1ccc2c(c1)c(cn2C)c3cc4nc(Br)cnc4[nH]3
634,Cn1cc(c2cc3nc(Br)cnc3[nH]2)c4cc(F)ccc14
635,Cn1cc(c2cc3nc(Br)cnc3[nH]2)c4ccccc14
636,COc1ccc2c(c1)c(cn2C)c3cc4nccnc4[nH]3
637,CN(C)c1ccc(cc1)c2cc(nc(NS(=O)(=O)c3ccc(N)cc3)n2)c4ccc(cc4)[N+](=O)[O-]
638,Oc1c(NS(=O)(=O)c2ccc(F)cc2)ccc3ccccc13
639,Brc1cnc2NC(=O)Nc2c1
640,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3cc(Cl)ccc23)n1
641,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3ccc(Cl)cc23)n1
642,FC(F)(F)c1ccc2c(NC(=O)Nc3cccc(n3)C#N)ccnc2c1
643,Oc1cccc2c(NC(=O)Nc3cnccn3)cccc12
644,COc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1
645,Cc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1
646,Fc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1
647,Fc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1
648,CCc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1
649,FC(F)Oc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1
650,CCc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1
651,O=C(Nc1cnccn1)Nc2ccnc3ccc(cc23)N4CC5COCC5C4
652,Fc1cc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2cc1F
653,Fc1ccc(F)c2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc12
654,Fc1cccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc12
655,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3c(Cl)c(Cl)ccc23)n1
656,FC(F)(F)c1ccc2nccc(NC(=O)Nc3cnccn3)c2c1
657,COc1cc(C=O)c(Cl)cc1NC(=O)Nc2cnc(cn2)C#N
658,OC(=O)c1ccc2cc(NC(=O)Nc3cnc(cn3)C#N)ccc2c1
659,Fc1cccc2c(NC(=O)Nc3cnccn3)ccnc12
660,FC(F)(F)c1cccc2c(NC(=O)Nc3cnccn3)ccnc12
661,O=C(Nc1cnccn1)Nc2ccnc3ccccc23
662,FC(F)(F)c1ccc2c(NC(=O)Nc3cnccn3)ccnc2c1
663,COc1ccc2c(NC(=O)Nc3cccc(Br)n3)ccnc2c1
664,COc1cc(C)c(Cl)cc1NC(=O)Nc2cnc(cn2)C#N
665,Fc1cc(F)c2nccc(NC(=O)Nc3cnccn3)c2c1
666,CC#Cc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1
667,FC(F)(F)c1cccc2c(NC(=O)Nc3cccc(n3)N4CCOCC4)ccnc12
668,COc1ccc2c(NC(=O)Nc3cc(ccn3)C(F)(F)F)ccnc2c1
669,FC(F)(F)c1ccc2c(NC(=O)Nc3ccc(cn3)C#N)ccnc2c1
670,FC(F)(F)c1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1
671,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3c(Cl)cccc23)n1
672,COc1cc(C(=O)O)c(Cl)cc1NC(=O)Nc2cnc(cn2)C#N
673,FC(F)(F)c1cccc(NC(=O)Nc2ccnc3c(cccc23)C(F)(F)F)n1
674,CCCc1ccc2nccc(NC(=O)Nc3cccc(n3)C(F)(F)F)c2c1
675,CC(C)(C)c1ccc2nc([nH]c2c1)c3n[nH]c4ccccc34
676,CCCCN(CCC#N)C(=O)c1ccc2nc([nH]c2c1)c3n[nH]c4ccccc34
677,CC(C)(C)c1ccc2nc([nH]c2c1)c3n[nH]c4ccc(Br)cc34
678,COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(s2)c3ccncc3
679,COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(nc2)c3ccncc3
680,CC(C)Oc1ccc(cc1Cl)c2noc(n2)c3ccc(CN4CC(C4)C(=O)O)cc3
681,CS(=O)(=O)N(Cc1ccc2NC(=O)c3cccn3c2c1)C4CC4
682,O=C1CCCN1Cc2ccc3c(NC(=O)c4cccn34)c2
683,COc1cccc(c1)c2cc3C(=O)Nc4ccccc4n3c2
684,Clc1ccc(cc1)c2cc3C(=O)Nc4ccccc4n3c2
685,CC[C@@H]1C[C@@H](C[C@@H]1c2ncc3cnc4[nH]ccc4n23)NS(=O)(=O)C5CC5
686,C[C@@H]1CCN(C[C@@H]1c2ncc3cnc4[nH]ccc4n23)C(=O)CC#N
687,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(s2)c3ccncc3
688,[2H]C([2H])([2H])Oc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3
689,Clc1ccc(CNc2ccc3nnc(c4ccccc4)n3n2)cc1
690,COc1ccc(OC)c(Nc2ccc3nnc(c4ccccc4)n3n2)c1
691,COc1cc(OC)c(Nc2ccc3nnc(c4ccccc4)n3n2)cc1Cl
692,Cc1ccc(CNc2ccc3nnc(c4ccccc4)n3n2)cc1
693,ON=C(c1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3
694,COc1cc(\C=C(/C#N)\c2nc3ccccc3[nH]2)c(Br)cc1O
695,Cc1cc(OCc2cccc(c2)C(F)(F)F)ccc1CN3CC(C3)C(=O)O
696,OC(=O)C1CN(Cc2ccc(OCc3ccccc3)cc2Cl)C1
697,OC(=O)C1CN(Cc2ccc(OCc3cccc(c3)C(F)(F)F)cc2F)C1
698,OC(=O)C1CN(Cc2ccc(OCc3cccc(c3)C(F)(F)F)cc2Cl)C1
699,CC(C)Nc1nccc(Nc2ncc(s2)c3ccccc3)n1
700,CC(C)Nc1ncc(Br)c(Nc2ncc(C)s2)n1
701,CC(C)C(C)Nc1ncc(Cl)c(Nc2nccs2)n1
702,C[C@@H](NC1=C(Nc2ccnc(Nc3cccc(C)c3)n2)C(=O)C1=O)C(C)(C)C
703,COc1ccc(Nc2nccc(NC3=C(N[C@H](C)C(C)(C)C)C(=O)C3=O)n2)cc1OC
704,C[C@@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C(C)(C)C
705,CNC(=O)c1cc2c(n[nH]c2s1)c3ccccc3F
706,CS(=O)(=O)c1cccc(c1)c2cnn3c(cc(nc23)c4ccccc4)C(=O)N
707,OCc1ccc(NC(=O)c2cnn3c(ccnc23)c4ccccc4)cc1
708,NC(=O)c1cnn2c(ccnc12)c3ccccc3
709,Cc1ccc(NC(=O)c2cnn3c(ccnc23)c4ccccc4)cc1C
710,CCc1ccc(NC(=O)c2cnn3c(ccnc23)c4ccccc4)cc1
711,CC(C)Oc1ccc(cc1C(F)(F)F)c2noc(n2)c3ccc(N[C@H]4CC[C@H](C4)C(=O)O)cc3
712,COc1ccc(cc1)c2cnc3c(Br)cnn3c2
713,CC(C)Oc1ccc(cc1Cl)c2noc(n2)c3ccc(N[C@H]4CC[C@H](C4)C(=O)O)cc3
714,CC(C)Oc1ccc(cc1Cl)c2noc(n2)c3ccc(OCC(O)CO)cc3
715,Cc1nc2ccc(NS(=O)(=O)c3ccc(N)cc3)cc2nc1C
716,Cc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)cc1C
717,Clc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)cc1
718,O=C1Nc2ccc3ncsc3c2/C/1=C/Nc4ccc(cc4)S(=O)(=O)Nc5ccccn5
719,C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2
720,Cc1ccc(CNC2=C(Nc3ccncc3)C(=O)C2=O)cc1
721,C[C@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C3CCCCC3
722,C[C@H](NC1=C(Nc2ccncc2)C(=O)C1=O)c3ccccc3
723,Cc1cccc(c1)C2(CC2C(=O)Nc3ccncc3)c4cccc(C)c4
724,Cc1ccc(cc1)C2(CC2C(=O)Nc3ccncc3)c4ccc(C)cc4
725,NCCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16
726,NCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16
727,NC(=O)Cn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16
728,Brc1ccc2[nH]nc(c3ccccc3)c2c1
729,Fc1ccccc1c2cc(ccn2)c3cc4C(=O)NCCc4[nH]3
730,C[C@H](N)COc1cnc(Cl)c(\C=C\c2ccncc2)c1
731,N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3ccccc3
732,N[C@@H](COCc1ccccc1)COc2cncc(\C=C\c3ccncc3)c2
733,N[C@@H](Cc1cccc2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3
734,C1C[C@H](CN1)Oc2cncc(\C=C\c3ccncc3)c2
735,NCCOc1cncc(\C=C\c2ccncc2)c1
736,NCCCOc1cncc(\C=C\c2ccncc2)c1
737,COc1cncc(\C=C\c2ccncc2)c1
738,Clc1ccc2NC(=O)n3ncnc3c2c1
739,CCOC(=O)Cc1nc2c3cc(Br)ccc3NC(=O)n2n1
740,O=C1Nc2sc3CCCCc3c2c4nc(nn14)c5ccccc5
741,O=C1Nc2sc3CCCCc3c2c4nc(nn14)c5ccncc5
742,O=C1Nc2sccc2c3nc(nn13)c4ccncc4
743,Cc1sc2NC(=O)n3nc(nc3c2c1C)c4ccncc4
744,O=C1Nc2sc3CCCCc3c2c4nc(nn14)c5cccnc5
745,Cc1ccc(cc1)c2cc3c(NCCN)ccc(C(=O)N)c3[nH]2
746,NC(=O)c1cc([nH]c1c2ccc(Cl)cc2Cl)c3ccnc(N)n3
747,NC(=O)c1cc2c(cncc2s1)c3ccc(Br)cc3
748,NC(=O)c1cc2c(cncc2s1)c3ccc(F)cc3
749,NC(=O)c1cc([nH]c1c2ccc(Cl)cc2F)c3ccnc(N)n3
750,CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4
751,Nc1ncnc2c1c(cn2C3CCCC3)C#C
752,CN1CCN(CC1)[C@@H]2CC[C@H](CC2)n3cc(c4ccc(Oc5ccccc5)cc4)c6c(N)ncnc36
753,Nc1ncnc2c1c(cn2C3CCOC3)c4ccc(Oc5ccc(CO)cc5)cc4
754,Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5C[C@@H](CN6CCCC6)C5
755,Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5CC[C@@H](CC5)N6CCCC6
756,Nc1ncnc2c1c(cn2[C@@H]3CC[C@H](CC3)N4CCCC4)c5cccc(OCc6ccccc6)c5
757,Nc1ncnc2c1c(cn2[C@@H]3C[C@@H](CN4CCCC4)C3)c5cccc(OCc6ccccc6)c5
758,O=C(NCC1CCCCC1)c2cc3c(n[nH]c3s2)c4ccccc4
759,CN1CCC(CC1)NC(=O)c2cc3c(n[nH]c3s2)c4ccccc4
760,Clc1ccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)cc1
761,Cc1n[nH]c2sc(cc12)C(=O)NCCc3ccc(Cl)cc3
762,CN(C)c1ccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)cc1
763,CCOc1nc(cc(N)c1Cl)C(=O)NCc2ccc(cc2)S(=O)(=O)C
764,Cc1cc(O)nc2[nH]nc(c3cccc(c3)c4ccc(Cl)cc4)c12
765,CCN(C(=O)C)c1ccc(Nc2nc(NC3CC3)c4nc[nH]c4n2)cc1
766,CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3sccc3n2)cc1
767,COc1ccc(C(=O)Nc2nc3ccc(Cl)cc3s2)c(OC)c1
768,CC(C)NC(=O)COc1cccc(c1)c2nc(Nc3ccc4[nH]ncc4c3)c5ccccc5n2
769,Cc1cccc(c1)c2cccc3onc(N)c23
770,O=C(N1CCOCC1)c2cccc(c2)c3cnc4[nH]ccc4c3
771,CC(C)Cc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc4[nH]ccc14
772,CCc1nc(Nc2ccc(N3CCOCC3)c(Cl)c2)nc4[nH]ccc14
773,ON=C1c2ccccc2c3ccc(NS(=O)(=O)c4cccc(Br)c4)cc13
774,CS(=O)(=O)Nc1ccc2c3ccccc3C(=NO)c2c1
775,CCS(=O)(=O)Nc1ccc2c(c1)C(=NO)c3ccccc23
776,CCCS(=O)(=O)Nc1ccc2c3ccccc3C(=NO)c2c1
777,CCCCS(=O)(=O)Nc1ccc2c(c1)C(=NO)c3ccccc23
778,ON=C1c2ccccc2c3ccc(NS(=O)(=O)c4cccc(F)c4)cc13
779,COc1cccc(c1)S(=O)(=O)Nc2ccc3c(c2)C(=NO)c4ccccc34
780,COc1cccc(c1)S(=O)(=O)Nc2ccc3c(c2)\C(=N/O)\c4ccccc34
781,N\C(=N/O)\c1ccccc1S(=O)(=O)Nc2ccc3c(c2)C(=NO)c4ccccc34
782,N\C(=N\O)\c1cccc(c1)S(=O)(=O)Nc2ccc3c(c2)C(=NO)c4ccccc34
783,ON=C1c2ccccc2c3ccc(NS(=O)(=O)c4cccc(Cl)c4)cc13
784,Brc1ccc(CNC(=O)Cc2cccc3cnccc23)cc1
785,CCc1nc(c2cccc(C)c2)c(s1)c3ccnc(NC(=O)c4ccccc4)c3
786,CN1CCN(CC1)c2ccc(Nc3ncc4C(=O)N(CC=C)N(c5cccc(n5)C(C)(C)O)c4n3)cc2
787,CN1CCN(CC1)c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC6CCOCC6)c2
788,COc1cc(ccc1C(=O)Nc2n[nH]c3ccc(Cc4cc(F)cc(F)c4)cc23)N5CCN(C)CC5
789,Oc1ccc(SCCNc2ccc(cc2[N+](=O)[O-])S(=O)(=O)NC(=O)c3ccc(cc3)c4ccc(F)cc4)cc1
790,Nc1n[nH]c2cccc(c3ccc(F)cc3)c12
791,Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)c(F)c3)c12
792,Nc1n[nH]c2c(cccc12)c3ccccc3
793,Nc1n[nH]c2cccc(c3ccc(Br)cc3)c12
794,Cc1cccc(NC(=O)Cc2ccc(cc2)c3cccc4[nH]nc(N)c34)c1
795,Cc1cc(NC(=O)Cc2ccc(cc2)c3cccc4[nH]nc(N)c34)ccc1F
796,Cc1ccc(F)c(NC(=O)Nc2ccc(c(F)c2)c3cccc4[nH]nc(N)c34)c1
797,CCCC(=O)Nc1n[nH]c2ccc(cc12)c3cccc(F)c3F
798,CCOCC(C)Oc1cccc2[nH]nc(N)c12
799,Nc1n[nH]c2c(Cl)cccc12
800,C(Sc1nc(n[nH]1)c2ccncc2)c3ccccc3
801,NC(=O)c1cc2ccncc2s1
802,NC(=O)c1cc2c(cncc2s1)c3ccccc3
803,NC(=O)c1cc2c(cncc2s1)c3cccc(F)c3
804,NC(=O)c1cc2c(cncc2s1)c3ccc(Br)c(F)c3F
805,NC(=O)c1cc2c(cncc2s1)c3ccc(F)cc3F
806,NC(=O)c1cc2c(Oc3cccc(F)c3)cncc2s1
807,NC(=O)c1cc2c(Oc3ccc(Br)cc3)cncc2s1
808,CS(=O)(=O)c1ccc(cc1)c2cncc3sc(cc23)C(=O)N
809,NC(=O)c1cc2c(cncc2s1)c3cc(cc(c3)C(F)(F)F)C(F)(F)F
810,OC(=O)c1cc2c(cncc2s1)c3cccc(F)c3
811,OC(=O)c1cc2c(cncc2s1)c3ccccc3
812,CCS(=O)(=O)c1ccc(cc1)c2cncc3sc(cc23)C(=O)N
813,COC(=O)c1cc2c(cncc2s1)c3cccc(F)c3
814,Clc1cccc(c1)c2cn3C(=O)NC=C(I)c3n2
815,O=C(Nc1cc2C(=O)NN=Cc3c[nH]c(c1)c23)[C@@H]4C[C@H]4c5ccccc5
816,CN1CCN(CC1)c2nc(C3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c6ccccc6n2
817,O=C1NC(=O)C(=C1c2c[nH]c3ccccc23)c4nc(nc5ccccc45)N6CCNCC6
818,COc1ccc(cc1OC)C(=O)Nc2ccccc2C(=O)O
819,O=C(Nc1ccccc1N2CCCC2)c3ccc4ccccc4n3
820,Cc1c(O)ccc2\C(=N/NC(=O)Cc3cccc4ccccc34)\CCCc12
821,CC(C)S(=O)(=O)n1c(N)nc2ccc(cc12)c3c(nc4sccn34)c5ccc(F)cc5
822,CC(C)Cn1c(N)nc2ccc(cc12)c3c(nc4sccn34)c5ccc(F)cc5
823,CC(C)Cn1c(N)nc2c(F)cc(cc12)c3c(nc4sccn34)c5ccc(F)cc5
824,Nc1nc2ccc(cc2n1CC3CC3)c4c(nc5sccn45)c6ccc(F)cc6
825,Fc1ccc(cc1)c2nc3sccn3c2c4ccncc4
826,CC(C)n1nnc2ccc(cc12)c3c(nc4occn34)c5ccc(F)cc5F
827,CC(C)(O)Cc1nnc2ccc(nn12)c3c(nc4occn34)c5ccc(F)cc5F
828,CC(C)c1nnc2ccc(nn12)c3c(nc4CCCn34)c5ccc(F)cc5F
829,CC(C)(CO)c1nnc2ccc(nn12)c3c(nc4occn34)c5ccc(F)cc5F
830,CC(C)c1nnc2ccc(nn12)c3c(nc4occn34)c5ccc(F)cc5F
831,CC(C)(O)c1nnc2ccc(nn12)c3c(nc4occn34)c5ccc(F)cc5F
832,CCN(CC)CCNc1ccc(O)c2ccccc12
833,NC(=O)c1cc(c2cccs2)n3nccc3n1
834,OC(=O)c1cc(c2cccs2)n3nccc3n1
835,CN(C(=O)C1CCCCC1)c2ccc3c(c2)nc(NC(=O)c4ccc(cc4)C#N)n3CCC(=O)N
836,CCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(ccc13)N(C)C(=O)C4CCCCC4
837,CN(C(=O)C1CCCCC1)c2ccc3c(c2)nc(NC(=O)c4ccc(cc4)C#N)n3C
838,CCCCn1c(NC(=O)c2ccc(cc2)C#N)nc3cc(ccc13)N(C)C(=O)C4CCCCC4
839,OCCCn1c(NC(=O)c2cccc(c2)[N+](=O)[O-])nc3ccccc13
840,CS(=O)(=O)c1cccc(c1)C(=O)Nc2nc3ccccc3n2CCCO
841,CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c3cccc(c3)[N+](=O)[O-])n2CCCO
842,Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1
843,NCc1cc(Nc2ncnc(n2)c3ccccc3)ccc1O
844,Oc1cccc(Nc2ncnc3scc(Cl)c23)c1
845,Oc1ccc(Nc2ncnc3scc(Cl)c23)cc1
846,Nc1cc(Nc2ccc(O)c(CNC(=O)C(F)(F)F)c2)ncn1
847,CN(Cc1cc(Cl)c(O)c2ncccc12)C3CCCCC3
848,CCS(=O)(=O)c1ccc(cc1)c2ccc(cc2)c3n[nH]c4c3Cc5cc(O)c(OC)cc45
849,C1Oc2ccc(cc2O1)c3ncnc4[nH]ccc34
850,CC(=O)n1nc(N)c2ccc(Br)cc12
851,CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3ccc4sc(C)nc4c3
852,Nc1ccc(cc1)c2csc3c(\C=C\c4nc5ccccc5[nH]4)cnc(N)c23
853,COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4csc5c(\C=C\C(=O)NCCN(C)C)cnc(N)c45
854,CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3cc(F)c4[nH]c(C)cc4c3
855,CNC(=O)\C=C\c1cnc(N)c2c(csc12)c3ccc4OCOc4c3
856,NCCNS(=O)(=O)c1cccc(c1)C(=O)Nc2ccc(cc2)C3=NNC(=O)c4ccccc34
857,NCCCNS(=O)(=O)c1cccc(c1)C(=O)Nc2ccc(cc2)C3=NNC(=O)c4ccccc34
858,Nc1ccc2c(C(=O)O)n(nc2c1)c3ccccc3
859,Cc1n[nH]c2OC(=C(C#N)C(c3ccccc3Br)c12)N
860,Cc1n[nH]c2NC3=C(C(c4ccccc4F)c12)C(=O)CC(C)(C)C3
861,Cc1n[nH]c2OC(=C(C#N)C(c3ccccc3I)c12)N
862,Cc1n[nH]c2OC(=C(C#N)C(c3ccccc3Cl)c12)N
863,CC(C)(C)c1n[nH]c2OC(=C(C#N)C(c3ccccc3F)c12)N
864,Cc1n[nH]c2OC(=C(C#N)C(c3ccccc3F)c12)N
865,Cc1cccc(CNC(=O)c2cnn3c(ccnc23)c4ccccc4)c1C
866,[O-][N+](=O)c1cnc(NC(=O)NCc2ccccc2)s1
867,Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1
